match_id,game_creation,game_duration,game_version,queue_id,win,champion_id,champion_name,kills,deaths,assists,total_cs,cs_per_min,gold_earned,damage_dealt,vision_score,first_blood,first_blood_assist,cs_at_1min,cs_at_2min,cs_at_3min,cs_at_4min,cs_at_5min,camp_sequence,first_camp,first_camp_time,camps_cleared_by_5min,first_scuttle_time,first_gank_time,ganks_by_5min,primary_tree,keystone,rune_1,rune_2,rune_3,secondary_tree,rune_4,rune_5,stat_shard_1,stat_shard_2,stat_shard_3,summoner_1,summoner_2,item_build_order,mythic_completion_time,control_wards_bought,total_items_purchased,gold_at_5min,current_gold_at_5min,xp_at_5min,level_at_5min,damage_dealt_at_5min,damage_taken_at_5min,gold_at_10min,current_gold_at_10min,xp_at_10min,level_at_10min,cs_at_10min,damage_dealt_at_10min,damage_taken_at_10min,gold_at_15min,current_gold_at_15min,xp_at_15min,level_at_15min,cs_at_15min,damage_dealt_at_15min,damage_taken_at_15min,gold_at_20min,current_gold_at_20min,xp_at_20min,level_at_20min,cs_at_20min,damage_dealt_at_20min,damage_taken_at_20min,dragons_killed,dragons_stolen,herald_killed,baron_killed,turrets_killed,first_turret,first_dragon_time,herald_time,baron_time,wards_placed,wards_destroyed,control_wards_placed,vision_denial_score,time_top_side_pct,time_bot_side_pct,avg_position_x,avg_position_y,distance_traveled,skill_order,max_order,kill_participation_pct,solo_kills,damage_taken_total,damage_mitigated,avg_death_time,ally_top,ally_jungle,ally_mid,ally_bot,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_bot,enemy_support,team_total_kills,enemy_total_kills,team_total_gold,enemy_total_gold,enemy_jungle_kda,enemy_jungle_damage,enemy_jungle_cs,enemy_jungle_gold
KR_7854261738,1759773607301,945,15.19.715.1836,420,False,107,Rengar,2,6,2,97,6.16,5324,6039,14,False,False,0,4,20.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->3364@300s->2055@300s->1036@420s->1036@420s->3142@600s->2055@600s->1001@600s->2055@660s->2021@900s->3077@900s,,3,13,1613.0,88.0,1487.0,4.0,0.0,3057.0,3765.0,65.0,3769.0,7.0,66.0,4147.0,10884.0,5121.0,141.0,5547.0,9.0,93.0,5776.0,18391.0,,,,,,,,0,0,0,0,0,False,,,,5,1,3,1,29.4,70.6,5721.8,5617.5,114237.9,Q->W->E->Q->Q->R->Q->E->Q,Q,66.7,1,20336,9626,646.9,KSante,,Morgana,Senna,Alistar,Jax,LeeSin,Taliyah,Kaisa,Rell,6,18,24675,32390,3.33,6498,95,6319
KR_7853777153,1759759401480,1121,15.19.715.1836,420,True,107,Rengar,11,1,4,164,8.78,9941,14339,23,False,False,0,4,8.0,16.0,29.0,,,,0,,240.042,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->2003@60s->1001@180s->3364@180s->3134@360s->1036@360s->6690@420s->1036@420s->2055@420s->3142@540s->3077@780s->3158@780s->2055@960s->6698@960s,,2,17,2173.0,1368.0,1320.0,4.0,1122.0,3748.0,4883.0,1198.0,3588.0,7.0,66.0,4558.0,8277.0,6784.0,1279.0,6272.0,10.0,116.0,8485.0,14999.0,,,,,,,,2,0,0,0,0,False,540.23,,,2,6,1,6,50.0,50.0,6744.6,6456.4,127073.0,Q->W->E->Q->Q->R->Q->E->Q->E->E->R->E,Q,50.0,3,20954,10095,1023.9,Camille,,Akali,Sivir,Bard,Ambessa,Ekko,TwistedFate,Varus,Renata,30,12,41650,32476,0.5,6586,76,5516
KR_7853655431,1759756871328,1323,15.19.715.1836,420,False,107,Rengar,6,5,4,162,7.35,10640,17463,22,False,False,0,4,16.0,28.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->2003@60s->3134@360s->6690@360s->3364@360s->2055@360s->1036@480s->2055@480s->1001@480s->2055@480s->3142@660s->2055@660s->3134@840s->3077@900s,,4,18,2051.0,1551.0,1687.0,4.0,1151.0,3680.0,3542.0,817.0,3831.0,7.0,73.0,3973.0,10357.0,6514.0,484.0,6724.0,10.0,111.0,7178.0,16846.0,9360.0,1070.0,10388.0,13.0,157.0,11534.0,23764.0,0,0,0,0,0,False,,,,5,4,3,4,29.2,70.8,6998.7,5925.2,129464.0,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E,Q,71.4,3,28099,15663,810.6,Ambessa,,Syndra,Tristana,Rakan,KSante,LeeSin,Zilean,Zeri,Elise,14,37,39844,50335,17.0,15473,132,10425
KR_7853552312,1759754537932,1749,15.19.715.1836,420,False,107,Rengar,6,7,3,215,7.38,11508,19695,43,False,False,0,4,16.0,16.0,24.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->3134@420s->1036@420s->3364@420s->6690@600s->1001@600s->1036@600s->3142@720s->2055@720s->1036@780s->1036@780s->3158@780s->1037@900s,,2,24,1439.0,639.0,1309.0,4.0,468.0,3477.0,3158.0,283.0,3866.0,7.0,71.0,1809.0,9885.0,5215.0,105.0,6418.0,10.0,109.0,3513.0,15867.0,7603.0,2478.0,9676.0,12.0,147.0,7610.0,23050.0,0,0,0,0,0,False,,,,4,14,2,14,71.0,29.0,8782.1,8750.3,161331.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W,Q,37.5,3,39046,22267,995.8,Jax,,Syndra,Kaisa,Nautilus,Kled,LeeSin,Yasuo,Veigar,Zilean,24,43,53411,62976,7.75,25456,148,13225
KR_7853328101,1759749090138,912,15.19.715.1836,420,True,107,Rengar,4,3,10,127,8.36,7340,7371,14,False,False,0,4,20.0,27.0,31.0,,,,0,,240.173,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3364@300s->3134@300s->6690@300s->1036@420s->1001@420s->3142@600s->3077@600s->1037@780s->6698@840s->2022@840s->3158@900s,,0,13,2439.0,214.0,1664.0,4.0,1589.0,4873.0,5050.0,285.0,4244.0,8.0,72.0,4871.0,10652.0,7236.0,221.0,7796.0,11.0,123.0,7371.0,16163.0,,,,,,,,1,0,0,0,0,False,720.328,,,2,4,0,4,52.9,47.1,5957.4,6486.1,95085.8,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,58.3,0,16293,7295,473.8,Sejuani,,Hwei,Kalista,Neeko,KSante,Pantheon,Taliyah,Jhin,Rell,24,11,34157,27210,1.6,5955,94,6427
KR_7853175792,1759744988237,1616,15.19.715.1836,420,False,107,Rengar,3,5,3,214,7.95,12010,13439,34,False,False,0,4,20.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@300s->1036@300s->3364@300s->3134@300s->6690@540s->1036@540s->1001@540s->1036@660s->3077@780s->1036@780s->3142@900s->1036@900s->2055@900s,,1,25,1638.0,188.0,1552.0,4.0,0.0,3374.0,3284.0,399.0,3785.0,7.0,76.0,1100.0,8962.0,5569.0,384.0,6864.0,10.0,116.0,2932.0,16009.0,7838.0,43.0,9728.0,12.0,157.0,5293.0,23170.0,0,0,0,1,1,False,,,1616.293,3,11,1,11,35.7,64.3,5882.1,5880.0,150452.3,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W,Q,54.5,0,33612,19863,1064.6,Darius,,Akali,AurelionSol,Skarner,KSante,Diana,Yone,Zeri,Nautilus,11,30,51289,56843,10.0,16691,205,12910
KR_7851384520,1759669134667,1560,15.19.715.1836,420,True,107,Rengar,14,7,3,212,8.15,14141,23987,27,False,False,0,4,16.0,29.0,29.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3364@60s->2003@60s->1036@240s->1036@240s->3134@300s->1036@300s->1001@300s->1036@480s->1036@480s->6690@600s->3077@600s->6698@780s->3142@900s,,1,23,2193.0,38.0,1416.0,4.0,1461.0,4073.0,3728.0,373.0,3588.0,7.0,65.0,2514.0,10506.0,6868.0,333.0,6689.0,10.0,102.0,7518.0,17725.0,10317.0,2163.0,11239.0,13.0,167.0,14072.0,24079.0,1,0,0,0,1,True,960.352,,,2,8,1,8,55.6,44.4,9530.7,8376.6,178888.4,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,63.0,2,32986,17690,792.3,Sion,,Ryze,Vayne,Rell,Zilean,Jax,Zoe,Sivir,Blitzcrank,27,17,54719,47621,1.43,17005,161,10597
KR_7851263074,1759666210780,1538,15.19.715.1836,420,False,107,Rengar,4,8,6,189,7.37,11078,12828,29,False,False,0,4,20.0,33.0,37.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->3364@300s->1036@420s->1036@420s->1037@600s->3133@600s->3142@600s->2055@600s->1001@660s->2055@660s->3077@780s->1036@840s->3158@900s,,4,23,1713.0,263.0,1728.0,5.0,0.0,3457.0,3606.0,271.0,4302.0,8.0,85.0,921.0,9241.0,6052.0,537.0,6331.0,10.0,117.0,5649.0,17808.0,8980.0,205.0,8801.0,12.0,149.0,9491.0,24530.0,0,0,0,0,1,True,,,,6,6,4,6,48.1,51.9,6794.6,7207.3,154132.3,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W,Q,55.6,0,32939,17136,1023.5,Jayce,,Galio,Caitlyn,Elise,Yorick,Diana,Ryze,Ashe,Pantheon,18,30,50740,55615,3.2,18009,217,12553
KR_7851156551,1759663718548,1658,15.19.715.1836,420,True,107,Rengar,20,4,5,230,8.32,18071,39971,38,False,False,0,4,20.0,28.0,36.0,,,,0,,240.084,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->3364@300s->6690@360s->3142@480s->1001@480s->2055@480s->3134@540s->3158@540s->1036@540s->3077@600s->1036@600s->2055@600s->2055@780s->6698@780s,,5,25,2041.0,591.0,1779.0,5.0,630.0,3751.0,6028.0,173.0,4287.0,8.0,71.0,6144.0,10093.0,8994.0,1409.0,7403.0,11.0,116.0,11397.0,15703.0,11711.0,17.0,11382.0,13.0,174.0,18644.0,21041.0,3,0,0,1,2,True,720.294,,1560.517,7,10,5,10,55.2,44.8,9121.8,8216.0,165849.0,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->W->E->W->R->W,Q,71.4,3,36474,21368,966.4,Sion,,Hwei,Ashe,Braum,Aatrox,Qiyana,Orianna,Draven,Rell,35,25,60599,56657,2.29,23775,207,13035
KR_7850998706,1759659423575,1418,15.19.715.1836,420,False,107,Rengar,3,7,2,149,6.3,8287,7652,20,False,False,0,4,16.0,28.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@300s->1036@300s->3134@420s->1036@420s->1036@420s->1001@420s->3364@420s->6690@600s->3142@720s->2055@720s->1036@780s->2055@780s->3077@840s,,2,22,1742.0,592.0,1727.0,5.0,0.0,3612.0,3332.0,442.0,3026.0,6.0,59.0,2142.0,10264.0,5870.0,945.0,5834.0,9.0,98.0,5111.0,15466.0,7280.0,130.0,8510.0,11.0,132.0,6588.0,22089.0,1,0,0,0,0,False,900.309,,,4,5,2,5,72.0,28.0,9204.9,9785.0,134809.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E,Q,45.5,0,29008,14857,927.5,Darius,,Vex,Lucian,Rell,Jax,Diana,Yasuo,Corki,Poppy,11,34,42345,55036,12.0,30473,195,12921
KR_7849456604,1759590695595,1361,15.19.715.1836,420,True,107,Rengar,13,4,7,190,8.38,13821,26323,24,False,False,0,4,10.0,24.0,29.0,,,,0,,240.048,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3364@180s->3134@300s->1036@300s->3142@540s->1036@540s->2055@540s->3077@720s->1001@720s->3158@720s->2055@720s->2022@720s->2055@720s->2020@840s,,3,24,1881.0,76.0,1379.0,4.0,1198.0,3191.0,4692.0,1012.0,4299.0,8.0,73.0,5334.0,10120.0,7912.0,1065.0,7668.0,11.0,116.0,13205.0,18346.0,11707.0,2842.0,12207.0,14.0,165.0,20524.0,24702.0,1,0,1,0,2,False,960.339,1080.344,,3,3,2,3,54.2,45.8,6888.6,7683.7,134562.6,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,46.5,6,29339,15910,636.9,Cassiopeia,,TwistedFate,Jinx,Elise,KSante,Jax,Ekko,Ezreal,Bard,43,21,59250,43336,1.3,20562,89,11080
KR_7849330542,1759587877630,1596,15.19.715.1836,420,False,107,Rengar,5,10,2,177,6.65,10855,15940,23,False,False,0,4,15.0,23.0,31.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3134@420s->1036@420s->3142@480s->1001@480s->3364@540s->1036@600s->3077@720s->3158@720s->3134@900s->1036@960s->6695@1200s,,0,17,1624.0,474.0,1536.0,4.0,791.0,4356.0,4145.0,245.0,3580.0,7.0,59.0,5381.0,11985.0,6568.0,213.0,6584.0,10.0,106.0,9121.0,17969.0,8493.0,284.0,9266.0,12.0,135.0,11586.0,24842.0,1,0,0,0,0,False,1080.384,,,3,4,0,4,57.1,42.9,9336.7,8138.4,158249.4,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W,Q,46.7,2,34301,18160,868.9,KSante,,Lissandra,Jhin,Neeko,Ambessa,LeeSin,Leblanc,Yunara,Lulu,15,47,49356,62824,16.0,32046,201,14584
KR_7848857036,1759577016742,978,15.19.715.1836,420,True,107,Rengar,9,1,4,110,6.75,8136,6967,22,False,False,0,4,16.0,28.0,34.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1037@300s->1036@300s->3364@300s->2022@300s->1036@480s->1036@480s->6610@660s->2055@660s->1001@780s->1036@780s->3158@900s->3044@900s,,1,14,1957.0,32.0,1548.0,4.0,266.0,2781.0,3364.0,734.0,3429.0,7.0,68.0,1573.0,9489.0,6723.0,208.0,6430.0,10.0,106.0,4468.0,15204.0,,,,,,,,2,0,0,0,0,False,420.215,,,3,4,1,4,55.6,44.4,8474.4,8035.2,84940.9,Q->W->E->Q->Q->R->Q->W->Q->W->R,Q,50.0,0,17881,7967,446.8,Gwen,,Sejuani,Aphelios,Galio,KSante,Viego,Sylas,Corki,Leona,26,11,37318,29214,2.0,14319,119,8408
KR_7847354961,1759510548852,1694,15.19.715.1836,420,True,107,Rengar,17,5,10,258,9.14,17045,32408,36,False,False,0,4,8.0,16.0,17.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->6690@420s->1036@420s->1001@420s->3142@540s->3077@600s->6698@780s->1036@780s->2055@780s->3364@780s->3134@960s->3158@960s->2055@960s->6695@1080s,,3,20,1623.0,173.0,930.0,3.0,605.0,3438.0,4782.0,27.0,3862.0,7.0,61.0,4412.0,10268.0,8242.0,1407.0,7594.0,11.0,103.0,10316.0,15060.0,12230.0,1106.0,13017.0,14.0,170.0,20442.0,21547.0,3,0,0,0,3,False,780.326,,,7,9,3,9,56.7,43.3,7816.7,8199.6,171476.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W->W,Q,62.8,2,39621,23520,953.5,Jax,,Leblanc,Jhin,Alistar,Ambessa,Qiyana,Orianna,Ashe,Braum,43,26,60393,55814,1.22,17901,204,11027
KR_7847056896,1759503113603,1620,15.19.715.1836,420,False,107,Rengar,5,11,6,151,5.59,10350,13395,18,False,False,0,4,16.0,28.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3134@360s->1036@360s->1036@420s->6690@540s->1001@540s->3142@660s->3134@660s->1036@720s->1036@720s->3077@840s->3364@960s,,0,23,1742.0,592.0,1734.0,5.0,0.0,3562.0,4431.0,1551.0,3881.0,7.0,67.0,3844.0,10913.0,6651.0,886.0,6325.0,10.0,93.0,7966.0,17613.0,8782.0,407.0,9038.0,12.0,129.0,10092.0,21805.0,1,0,0,0,1,False,780.174,,,4,5,0,5,75.0,25.0,9126.8,9956.2,156714.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E,Q,52.4,3,35819,15800,992.8,Rumble,,Malzahar,Kaisa,Pyke,Ornn,Talon,Leblanc,Lucian,Bard,21,36,51042,64530,5.0,22754,257,16001
KR_7846855823,1759498995080,1804,15.19.715.1836,420,False,107,Rengar,11,5,6,249,8.28,15253,28972,30,False,False,0,4,16.0,30.0,38.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->6690@540s->1036@540s->1001@540s->3142@660s->1029@660s->1036@660s->2055@660s->3077@780s->1037@780s->6698@1020s->3134@1020s->3158@1020s,,1,30,1772.0,312.0,1736.0,5.0,0.0,3522.0,4032.0,1132.0,3958.0,7.0,81.0,1730.0,7734.0,6952.0,1227.0,6997.0,10.0,122.0,5378.0,13586.0,9720.0,920.0,10653.0,13.0,167.0,11492.0,19011.0,2,0,0,0,0,True,900.309,,,7,6,1,6,62.5,37.5,9365.8,8161.1,152943.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,70.8,1,40747,23325,1404.9,Sion,,Orianna,Zeri,Nautilus,Aatrox,Qiyana,Zac,Lucian,Senna,24,36,57871,67648,2.25,23539,210,14598
KR_7846768114,1759497113844,910,15.19.715.1836,420,True,107,Rengar,6,1,4,133,8.77,7699,10895,16,False,False,0,4,19.0,28.0,36.0,,,,0,,240.064,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1001@300s->1036@420s->1036@420s->3142@600s->1036@600s->2055@600s->2055@840s->6698@840s->3364@840s->3158@910s->1036@910s,,2,14,2026.0,276.0,1831.0,5.0,800.0,4501.0,4427.0,442.0,4452.0,8.0,80.0,4867.0,11144.0,7678.0,1113.0,8395.0,11.0,133.0,10895.0,18328.0,,,,,,,,1,0,0,0,0,False,660.247,,,6,3,1,3,70.6,29.4,8720.6,8986.6,121865.6,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,66.7,1,18328,8924,237.3,Jayce,,TwistedFate,KogMaw,Nautilus,Jax,Qiyana,Zilean,Zeri,Blitzcrank,15,9,31873,25523,1.5,10301,79,6075
KR_7842373132,1759326338182,1045,15.19.715.1836,420,True,107,Rengar,13,2,3,154,8.84,11236,13794,23,False,False,0,4,18.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3364@60s->3340@60s->3134@300s->6690@300s->3364@300s->3142@420s->1001@420s->2055@420s->3077@600s->2055@600s->2020@720s->6698@780s->3134@960s->3158@960s,,2,16,2394.0,169.0,1592.0,4.0,1486.0,4380.0,5100.0,190.0,3865.0,7.0,71.0,3969.0,10432.0,8086.0,1511.0,7225.0,10.0,123.0,8587.0,16465.0,,,,,,,,1,0,1,0,1,True,900.347,1020.362,,4,6,2,6,42.1,57.9,6342.6,6476.6,119897.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E,Q,80.0,1,21673,10317,653.6,Jayce,,Taliyah,Sivir,Alistar,Rumble,XinZhao,Orianna,Corki,Rell,20,14,37110,30035,1.6,8252,95,6967
KR_7842120090,1759320507013,1104,15.19.715.1836,420,False,107,Rengar,4,4,2,142,7.72,7982,7795,13,False,False,0,4,15.0,27.0,35.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3134@360s->1036@360s->3142@600s->1001@600s->1036@600s->3364@600s->2055@600s->3077@660s->1036@780s->3134@900s->1036@900s,,1,17,1728.0,578.0,1726.0,5.0,161.0,3736.0,4558.0,583.0,4269.0,8.0,69.0,3202.0,11408.0,6386.0,211.0,6589.0,10.0,103.0,6638.0,20003.0,,,,,,,,1,0,0,0,0,False,840.331,,,4,2,1,2,70.0,30.0,8883.9,9513.0,119389.1,Q->W->E->Q->Q->R->Q->E->Q->E->R->E,Q,75.0,1,22996,10989,637.5,Renekton,,Sylas,Kaisa,Nautilus,Gragas,Ambessa,Lissandra,Xayah,Rakan,8,32,31686,42404,10.0,18262,146,9946
KR_7842005558,1759317683406,1661,15.19.715.1836,420,False,107,Rengar,6,6,4,215,7.77,14348,22360,44,False,False,0,4,20.0,28.0,29.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3134@360s->6690@360s->3364@420s->3142@540s->2055@540s->3077@840s->1001@840s->2055@840s->3134@960s->2055@960s->1036@1140s,,3,23,1659.0,509.0,1457.0,4.0,891.0,2839.0,3604.0,279.0,3352.0,7.0,61.0,3980.0,10025.0,5683.0,778.0,5932.0,9.0,104.0,6445.0,15022.0,7821.0,886.0,9340.0,12.0,153.0,8209.0,22124.0,0,0,1,0,1,False,,1080.294,,5,9,3,9,51.7,48.3,5268.9,6937.0,176099.5,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,62.5,4,34794,16661,959.5,Ambessa,,Singed,MissFortune,Taric,Camille,Khazix,Taliyah,Cassiopeia,Alistar,16,37,54512,63259,6.67,24510,209,14089
KR_7840279748,1759239019068,1336,15.19.715.1836,420,True,107,Rengar,10,6,4,178,7.99,12353,16519,32,False,False,1,5,17.0,30.0,30.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1036@300s->6690@480s->1036@480s->1001@540s->3142@600s->1036@600s->2055@600s->3364@600s->3158@720s->2055@840s->3077@840s->1036@900s,,4,22,1914.0,104.0,1393.0,4.0,258.0,3611.0,4086.0,96.0,3392.0,7.0,66.0,3641.0,10870.0,6347.0,127.0,5901.0,9.0,103.0,7124.0,17695.0,10172.0,417.0,10411.0,13.0,160.0,8726.0,23709.0,1,0,1,0,4,False,720.251,960.318,,7,8,4,8,70.8,29.2,7676.8,8849.7,150071.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W,Q,53.8,2,27314,13560,660.7,Ambessa,,Taliyah,Zeri,Rakan,Karma,Qiyana,TwistedFate,Kaisa,Zilean,26,17,51584,43221,2.17,19278,151,9925
KR_7838471831,1759159474569,1537,15.19.715.1836,420,True,107,Rengar,12,2,8,219,8.55,13789,20427,32,True,False,0,7,12.0,24.0,36.0,,,,0,,180.15,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@360s->1036@360s->1001@360s->3142@660s->3158@660s->2055@660s->3364@660s->6698@960s->1036@960s->3134@1080s->2021@1080s->2055@1080s->3814@1200s,,3,19,2077.0,1627.0,1881.0,5.0,623.0,3552.0,4320.0,2215.0,4262.0,8.0,76.0,2298.0,9596.0,7191.0,2951.0,8070.0,11.0,129.0,5889.0,15180.0,10726.0,211.0,12412.0,14.0,173.0,14749.0,23524.0,2,0,0,0,1,False,420.225,,,6,6,3,6,70.4,29.6,7565.2,8652.5,161907.5,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,55.6,5,31146,17178,1110.4,DrMundo,,Zoe,Xayah,Blitzcrank,Ambessa,Skarner,Hwei,Kaisa,Poppy,36,16,56509,46058,1.5,14079,135,8506
KR_7838260558,1759154526552,1303,15.19.715.1836,420,False,107,Rengar,0,5,4,157,7.23,7531,5343,24,False,False,0,4,16.0,24.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->1036@240s->1036@240s->3134@420s->1036@420s->3364@420s->2055@420s->1037@600s->1001@600s->1036@660s->6701@780s->1036@780s->3077@900s->2055@900s->3035@1080s,,5,22,1667.0,517.0,1553.0,4.0,754.0,4007.0,3415.0,360.0,3908.0,7.0,77.0,973.0,10251.0,4965.0,155.0,5871.0,9.0,108.0,2749.0,15765.0,7150.0,520.0,9350.0,12.0,152.0,4817.0,22550.0,0,0,1,0,0,False,,1020.352,,6,6,4,6,34.8,65.2,5749.9,5786.9,129194.2,Q->W->E->Q->Q->R->Q->E->Q->E->R->E,Q,44.4,0,27008,13368,812.5,Rumble,,Leblanc,Lucian,Braum,Shen,Qiyana,Galio,Kaisa,Rell,9,23,38586,45052,13.0,15269,194,11056
KR_7837995812,1759149286985,1289,15.19.715.1836,420,True,107,Rengar,13,1,11,191,8.89,13335,23096,29,False,True,0,4,16.0,29.0,30.0,,,,0,,60.015,2,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1036@300s->1036@300s->3364@300s->3142@540s->1001@540s->1036@540s->3077@720s->3158@720s->2055@720s->6698@840s->3134@960s->1036@960s,,2,17,2284.0,129.0,1613.0,4.0,2130.0,4551.0,4450.0,525.0,3959.0,7.0,77.0,5496.0,10012.0,8234.0,1124.0,8263.0,11.0,126.0,15694.0,18685.0,11359.0,1169.0,12260.0,14.0,174.0,18684.0,23221.0,1,0,1,0,3,False,660.256,960.366,,4,8,2,8,34.8,65.2,7320.4,6785.2,152689.8,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W,Q,66.7,3,27412,15023,272.2,Ambessa,,Aurora,Ezreal,Rell,Zilean,Qiyana,Ryze,Ziggs,Poppy,36,10,49369,34459,0.55,9285,113,7972
KR_7837746139,1759143536131,2131,15.19.715.1836,420,True,107,Rengar,12,7,6,275,7.74,18314,38483,36,False,False,0,4,16.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@300s->1036@300s->3364@300s->3134@420s->1036@420s->1001@420s->3142@660s->1036@660s->3077@780s->2022@780s->6698@840s->2055@840s->3134@1020s,,3,25,1667.0,517.0,1553.0,4.0,0.0,3440.0,3889.0,1774.0,4317.0,8.0,78.0,1040.0,11784.0,7346.0,841.0,7189.0,10.0,103.0,7812.0,17340.0,10264.0,1804.0,10326.0,13.0,149.0,13961.0,24796.0,2,0,0,1,0,False,600.248,,2100.774,5,11,3,11,51.4,48.6,7786.6,7846.5,220429.5,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W->W,Q,66.7,4,42586,25521,1049.8,Jayce,,Orianna,Kaisa,Blitzcrank,Ambessa,JarvanIV,Hwei,Caitlyn,Bard,27,37,75574,70972,5.4,21897,203,13990
KR_7835461303,1759059960059,910,15.19.715.1836,420,True,107,Rengar,3,0,2,122,8.04,6645,6414,13,False,False,1,3,11.0,16.0,20.0,,,,0,,240.179,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@180s->3364@180s->3134@420s->1001@420s->1036@420s->1036@420s->3142@600s->1036@600s->3077@780s->3158@780s->2055@780s->1036@900s->1036@900s,,1,15,1917.0,1112.0,1244.0,4.0,1270.0,3015.0,4013.0,108.0,4019.0,7.0,73.0,2598.0,9253.0,6624.0,484.0,7411.0,11.0,122.0,5077.0,14808.0,,,,,,,,1,0,0,0,1,False,840.369,,,2,3,1,3,41.2,58.8,6118.6,6162.3,96062.0,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,31.2,3,15226,7377,,Jayce,,Orianna,Jinx,Lulu,Rumble,Viego,Yone,Kaisa,Senna,16,7,31587,25003,0.6,2670,89,4946
