match_id,game_creation,game_duration,game_version,queue_id,win,champion_id,champion_name,kills,deaths,assists,total_cs,cs_per_min,gold_earned,damage_dealt,vision_score,first_blood,first_blood_assist,cs_at_1min,cs_at_2min,cs_at_3min,cs_at_4min,cs_at_5min,camp_sequence,first_camp,first_camp_time,camps_cleared_by_5min,first_scuttle_time,first_gank_time,ganks_by_5min,primary_tree,keystone,rune_1,rune_2,rune_3,secondary_tree,rune_4,rune_5,stat_shard_1,stat_shard_2,stat_shard_3,summoner_1,summoner_2,item_build_order,mythic_completion_time,control_wards_bought,total_items_purchased,gold_at_5min,current_gold_at_5min,xp_at_5min,level_at_5min,damage_dealt_at_5min,damage_taken_at_5min,gold_at_10min,current_gold_at_10min,xp_at_10min,level_at_10min,cs_at_10min,damage_dealt_at_10min,damage_taken_at_10min,gold_at_15min,current_gold_at_15min,xp_at_15min,level_at_15min,cs_at_15min,damage_dealt_at_15min,damage_taken_at_15min,gold_at_20min,current_gold_at_20min,xp_at_20min,level_at_20min,cs_at_20min,damage_dealt_at_20min,damage_taken_at_20min,dragons_killed,dragons_stolen,herald_killed,baron_killed,turrets_killed,first_turret,first_dragon_time,herald_time,baron_time,wards_placed,wards_destroyed,control_wards_placed,vision_denial_score,time_top_side_pct,time_bot_side_pct,avg_position_x,avg_position_y,distance_traveled,skill_order,max_order,kill_participation_pct,solo_kills,damage_taken_total,damage_mitigated,avg_death_time,ally_top,ally_jungle,ally_mid,ally_bot,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_bot,enemy_support,team_total_kills,enemy_total_kills,team_total_gold,enemy_total_gold,enemy_jungle_kda,enemy_jungle_damage,enemy_jungle_cs,enemy_jungle_gold
KR_7803859917,1757513191852,939,15.18.710.2811,420,True,107,Rengar,8,0,4,107,6.84,7981,9065,9,False,False,0,0,12.0,24.0,24.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3364@120s->1036@240s->1036@240s->3134@420s->1036@420s->1001@420s->3142@600s->3134@660s->2055@660s->3077@780s->2020@900s,,1,13,1463.0,313.0,1292.0,4.0,315.0,3712.0,3633.0,83.0,3525.0,7.0,65.0,2588.0,9429.0,7430.0,263.0,6573.0,10.0,103.0,6038.0,14455.0,,,,,,,,0,0,0,0,0,True,,,,2,1,1,1,47.1,52.9,4419.8,6456.8,109399.7,Q->W->E->Q->Q->R->Q->E->Q->E,Q,92.3,0,15752,7701,,Ambessa,,Sylas,Senna,Lulu,Renekton,LeeSin,Azir,Ashe,Nautilus,13,8,29576,26721,6.0,6350,104,5835
KR_7803758990,1757509877717,914,15.18.710.2811,420,True,107,Rengar,10,0,2,128,8.4,8473,14553,15,False,False,0,4,16.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1036@300s->3364@300s->2055@300s->2055@540s->3142@540s->1001@720s->3077@720s->6698@900s->3158@900s->1036@900s,,2,13,2012.0,137.0,1821.0,5.0,1935.0,3344.0,4113.0,713.0,4735.0,8.0,81.0,2624.0,9220.0,8045.0,545.0,8771.0,12.0,127.0,12919.0,16323.0,,,,,,,,2,0,0,0,0,True,420.175,,,4,1,2,1,47.1,52.9,7288.6,6644.9,76232.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E,Q,46.2,3,17147,8077,,Gnar,,Aurora,Xayah,Shen,Olaf,Vi,Sylas,Cassiopeia,Lux,26,9,34149,24918,0.75,5551,89,5513
KR_7803574606,1757502735957,924,15.18.710.2811,420,True,107,Rengar,7,1,3,130,8.44,8086,7755,17,False,False,0,4,20.0,27.0,31.0,,,,0,,240.159,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1036@300s->3364@300s->3142@540s->2055@540s->3077@660s->1001@720s->1036@720s->6698@924s->3134@924s->1036@924s->2055@924s,,2,14,1905.0,105.0,1487.0,4.0,698.0,3865.0,4481.0,1151.0,4127.0,8.0,74.0,3022.0,10888.0,7894.0,2694.0,7815.0,11.0,124.0,7755.0,16989.0,,,,,,,,2,0,0,0,2,True,420.222,,,3,5,1,5,41.2,58.8,6359.9,6076.9,110143.2,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,47.6,1,17190,8109,595.9,Rumble,,Ryze,Varus,Neeko,Ambessa,Zed,TwistedFate,Zeri,Rell,21,6,35815,24799,0.8,7377,98,6200
KR_7802878889,1757439093089,940,15.17.708.5788,420,True,107,Rengar,1,1,7,128,8.17,6415,8722,9,False,False,0,4,19.0,27.0,35.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->3364@300s->6690@600s->1001@600s->1036@600s->3142@660s->2055@660s->1036@840s->1036@840s->1036@840s,,1,12,1714.0,264.0,1659.0,4.0,35.0,3194.0,3377.0,502.0,4038.0,7.0,79.0,1585.0,10198.0,5489.0,809.0,6689.0,10.0,114.0,7074.0,16196.0,,,,,,,,2,0,0,0,0,False,420.179,,,3,1,1,1,58.8,41.2,8454.2,7995.2,81296.9,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,61.5,0,16498,8003,779.0,Teemo,,Orianna,Draven,Poppy,Jax,MonkeyKing,Akali,AurelionSol,Rakan,13,6,31578,24531,5.0,5600,97,5908
KR_7802843567,1757435954447,1890,15.17.708.5788,420,True,107,Rengar,23,8,9,243,7.71,20913,63461,30,False,False,0,4,16.0,28.0,32.0,,,,0,,240.047,3,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->1036@300s->1036@300s->3364@300s->2055@360s->3142@360s->1001@480s->1036@480s->3077@600s->1036@600s->2055@600s->6698@840s->1036@840s->1037@960s,,3,27,2466.0,316.0,1784.0,5.0,1775.0,4700.0,5357.0,107.0,4241.0,8.0,74.0,6639.0,11572.0,8150.0,895.0,7580.0,11.0,128.0,13640.0,19422.0,10474.0,500.0,9964.0,13.0,164.0,20575.0,25259.0,2,0,0,0,1,True,720.22,,,4,7,2,7,57.6,42.4,8513.9,8197.8,198766.3,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W->W,Q,76.2,10,49796,32540,952.4,Renekton,,Vex,Kaisa,Rell,Yorick,Sylas,Viego,Lucian,Alistar,42,52,72448,72755,3.55,40055,140,18391
KR_7802726488,1757429990094,1800,15.17.708.5788,420,True,107,Rengar,13,9,6,214,7.13,16602,34805,28,False,False,0,4,20.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->1036@420s->1036@420s->1001@420s->6690@540s->1036@540s->3364@600s->3142@660s->1036@660s->1036@660s->3077@720s->6698@1080s->3134@1080s,,0,25,1672.0,222.0,1669.0,4.0,614.0,4036.0,3664.0,439.0,3925.0,7.0,68.0,1730.0,11463.0,6987.0,1872.0,7043.0,10.0,111.0,6805.0,20496.0,9895.0,1025.0,10743.0,13.0,163.0,11685.0,25949.0,3,0,0,1,3,False,540.259,,1560.614,3,8,0,8,56.2,43.8,8720.0,8184.6,194585.3,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,47.5,3,43873,25371,971.5,Garen,,Qiyana,MissFortune,Poppy,Ambessa,LeeSin,Aurora,Kaisa,Blitzcrank,40,48,68456,65789,4.86,30107,194,15435
KR_7802431850,1757420447803,913,15.17.708.5788,420,True,107,Rengar,4,1,1,113,7.43,6688,5455,12,False,False,0,4,20.0,28.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->1036@300s->1036@300s->3134@420s->1036@420s->1036@420s->3142@600s->1001@600s->2055@600s->3364@600s->1036@660s->3077@900s->3134@900s->2055@900s,,2,14,1723.0,573.0,1744.0,5.0,737.0,3766.0,3677.0,52.0,4304.0,8.0,79.0,1308.0,9616.0,6640.0,735.0,7146.0,10.0,113.0,5455.0,15087.0,,,,,,,,1,0,0,0,0,False,720.288,,,5,1,2,1,64.7,35.3,5397.8,7985.8,104073.2,Q->W->E->Q->Q->R->Q->E->Q->E,Q,38.5,2,15102,7047,637.9,Olaf,,Orianna,Yasuo,Senna,Jax,Sylas,Jayce,Yunara,Thresh,13,3,30166,23299,1.0,3441,102,5152
KR_7802362517,1757417828621,1320,15.17.708.5788,420,True,107,Rengar,5,1,5,178,8.09,10445,15890,26,False,False,0,4,20.0,25.0,29.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->1036@240s->1036@240s->3134@360s->1036@360s->1036@420s->3142@600s->1001@780s->1036@780s->1036@780s->2055@780s->3364@780s->3077@900s->1036@900s->2055@900s,,3,20,1764.0,609.0,1553.0,4.0,578.0,3374.0,3405.0,150.0,3846.0,7.0,73.0,1632.0,8803.0,5780.0,515.0,6296.0,10.0,111.0,5368.0,15300.0,9289.0,589.0,10385.0,13.0,157.0,13737.0,23211.0,1,0,1,0,1,True,1200.464,960.386,,6,5,2,5,70.8,29.2,8493.4,9018.9,129055.6,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W,Q,58.8,2,25962,14141,1115.4,Cassiopeia,,TwistedFate,Kaisa,Nautilus,Aurora,MonkeyKing,Orianna,Ezreal,Bard,17,4,45321,36432,1.0,3982,160,7327
KR_7802299444,1757415437196,1732,15.17.708.5788,420,True,107,Rengar,8,2,11,249,8.63,14972,20478,31,False,False,0,5,17.0,29.0,35.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@360s->1036@360s->3364@360s->6690@540s->1036@540s->3142@660s->2055@660s->1001@840s->1036@840s->1036@840s->3077@960s->2020@1020s->6698@1020s->2055@1020s,,3,22,1702.0,1247.0,1620.0,4.0,43.0,3694.0,3218.0,638.0,3945.0,7.0,73.0,509.0,8544.0,5545.0,1270.0,6879.0,10.0,117.0,1651.0,13535.0,8045.0,540.0,10220.0,13.0,161.0,6105.0,19757.0,2,0,1,1,0,False,900.32,1140.403,1620.493,3,10,1,10,70.0,30.0,8565.9,9062.9,152674.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,76.0,1,38511,24170,1451.4,Ambessa,,Vex,Senna,Rakan,Yorick,JarvanIV,Azir,MissFortune,Alistar,25,17,61501,55579,1.33,10607,179,9717
KR_7801637648,1757352931483,1512,15.17.708.5788,420,True,107,Rengar,11,3,10,231,9.17,13950,24858,34,False,False,1,6,22.0,30.0,35.0,,,,0,,240.15,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3364@240s->1001@240s->3134@240s->6690@360s->1036@420s->3142@600s->3077@660s->1037@780s->6698@900s->3134@900s->2055@900s->1036@1020s->3158@1020s->3814@1320s,,1,18,2355.0,590.0,1735.0,5.0,600.0,3213.0,4756.0,1186.0,4261.0,8.0,78.0,3354.0,10093.0,7605.0,105.0,8167.0,11.0,123.0,9892.0,16053.0,10807.0,2667.0,12198.0,14.0,178.0,15534.0,23786.0,3,0,0,0,1,False,720.308,,,3,14,1,14,63.0,37.0,9214.0,8901.7,162906.6,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,67.7,5,35562,20626,922.3,Jax,,Ahri,Ezreal,Poppy,Gwen,Vi,Galio,Xayah,Nautilus,31,17,54467,48225,2.17,19010,180,11538
KR_7801603348,1757349671262,1098,15.17.708.5788,420,True,107,Rengar,11,0,4,160,8.74,10590,16409,18,True,False,0,4,20.0,25.0,25.0,,,,0,,240.064,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@240s->6690@420s->1036@420s->1001@420s->3364@420s->3142@600s->3077@600s->2055@600s->1037@720s->3158@960s->6698@960s->1036@960s->2055@960s,,2,18,2667.0,1217.0,1501.0,4.0,2306.0,3860.0,5084.0,254.0,4235.0,8.0,74.0,3696.0,9174.0,7396.0,1676.0,7796.0,11.0,128.0,9236.0,15570.0,,,,,,,,1,0,1,0,1,True,900.32,960.341,,4,6,2,6,45.0,55.0,5453.8,5793.6,137848.7,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E,Q,51.7,4,22812,11353,,Varus,,TwistedFate,Jhin,Alistar,Rumble,Qiyana,Aurora,Sivir,Bard,29,11,43236,32622,1.4,11075,118,7250
KR_7801527474,1757345568314,911,15.17.708.5788,420,True,107,Rengar,4,2,5,107,7.05,6699,6167,17,False,False,0,4,20.0,27.0,31.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->1036@300s->1036@300s->3134@420s->1036@420s->3364@420s->1036@480s->3142@600s->3077@780s->1001@780s->2055@780s->2020@900s->2055@900s,,2,13,1629.0,479.0,1541.0,4.0,573.0,3418.0,3602.0,342.0,3604.0,7.0,63.0,2494.0,9377.0,6677.0,410.0,7003.0,10.0,107.0,6167.0,14230.0,,,,,,,,1,0,0,0,1,False,660.29,,,4,6,2,6,41.2,58.8,6487.5,5869.1,89291.9,Q->W->E->Q->Q->R->Q->E->Q->E,Q,42.9,0,14332,6516,483.7,DrMundo,,Katarina,Kaisa,Nautilus,Aatrox,LeeSin,Akali,Ziggs,Pyke,21,8,33457,25419,2.0,5157,108,5463
KR_7801288660,1757337172109,1291,15.17.708.5788,420,True,107,Rengar,7,4,6,191,8.88,11819,13063,18,False,False,0,4,20.0,23.0,27.0,,,,0,,240.038,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3364@240s->3134@300s->1001@300s->1036@480s->1036@480s->3142@600s->2055@600s->3077@780s->6698@960s->2055@960s->3134@1140s,,2,16,1758.0,8.0,1399.0,4.0,1518.0,4828.0,3738.0,113.0,3779.0,7.0,69.0,3630.0,11198.0,6326.0,1501.0,7266.0,10.0,121.0,8791.0,16103.0,9145.0,985.0,11585.0,14.0,172.0,11284.0,22140.0,1,0,1,0,2,False,1020.375,1080.381,,4,3,2,3,30.4,69.6,6828.8,5616.8,135373.5,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W,Q,40.6,2,25175,13187,627.2,Sion,,Syndra,Yunara,Elise,Aatrox,LeeSin,Zoe,Smolder,Bard,32,20,49358,39543,1.71,11655,146,9103
KR_7801137515,1757332193823,1814,15.17.708.5788,420,False,107,Rengar,1,6,11,224,7.41,11675,23604,22,False,False,0,4,12.0,24.0,26.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@360s->3364@360s->1036@540s->1036@540s->6690@600s->3077@600s->1036@720s->1001@720s->1036@780s->6698@1020s->3158@1020s->1036@1080s->3142@1200s->2055@1200s,,2,25,1520.0,1070.0,1317.0,4.0,494.0,3927.0,2852.0,202.0,3029.0,6.0,54.0,1272.0,9438.0,5157.0,1502.0,6253.0,10.0,96.0,7175.0,17336.0,7905.0,475.0,10518.0,13.0,146.0,9550.0,23470.0,1,0,1,0,1,False,1320.403,1020.329,,4,4,2,4,65.6,34.4,7959.6,8938.2,216533.5,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,52.2,0,41127,22298,996.3,Ambessa,,Aurora,Sivir,Alistar,Renekton,Zac,Sylas,Draven,Rell,23,31,58365,66439,8.0,29411,229,15531
KR_7801054773,1757329239381,1343,15.17.708.5788,420,True,107,Rengar,15,5,10,170,7.59,13048,24264,17,False,False,0,4,16.0,28.0,31.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->1036@300s->3364@300s->6690@420s->1001@420s->1036@540s->1036@540s->1036@540s->3142@660s->1036@660s->3077@720s->6698@960s->3158@960s->1036@960s,,1,22,2010.0,210.0,1569.0,4.0,290.0,4191.0,4320.0,1095.0,3994.0,7.0,69.0,2504.0,9588.0,7686.0,2926.0,7471.0,11.0,112.0,7349.0,17239.0,11331.0,1236.0,11357.0,13.0,150.0,18291.0,26171.0,2,0,1,0,4,True,840.37,1260.548,,2,5,0,5,54.2,45.8,8177.0,7451.1,146116.0,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W,Q,56.8,2,32712,18609,675.5,Rumble,,Orianna,Senna,Rell,Gragas,Jax,Taliyah,Lucian,Nautilus,44,17,55399,40452,1.11,14239,123,8328
KR_7800426492,1757271601391,1401,15.17.708.5788,420,False,107,Rengar,6,7,3,170,7.28,10063,15312,15,True,False,0,4,16.0,28.0,36.0,,,,0,,240.132,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->1001@300s->3364@300s->6690@420s->3142@540s->2055@540s->3134@660s->1037@780s->3077@960s->2022@960s->2020@960s->6698@1020s->2055@1020s->1037@1200s,,2,17,2067.0,317.0,1803.0,5.0,619.0,3835.0,4716.0,1090.0,4200.0,8.0,76.0,4742.0,11062.0,6950.0,1450.0,7256.0,10.0,119.0,9746.0,19129.0,9199.0,139.0,9847.0,12.0,153.0,14308.0,26275.0,0,0,0,0,0,False,,,,4,2,2,2,48.0,52.0,8796.5,7492.3,133325.2,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E,Q,75.0,1,29561,14797,865.2,Quinn,,Zoe,Xayah,Janna,Sion,Zac,Yasuo,Kaisa,Neeko,12,26,42688,50294,13.0,9430,196,11546
KR_7800398808,1757268412415,1721,15.17.708.5788,420,False,107,Rengar,8,8,6,233,8.12,13959,27495,24,False,False,0,4,16.0,24.0,32.0,,,,0,,240.125,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@240s->3364@300s->6690@480s->1001@480s->1036@480s->3142@540s->2055@540s->1036@660s->3158@660s->3077@900s->1036@900s->1036@900s->3134@960s,,2,24,1808.0,358.0,1695.0,4.0,696.0,4346.0,4083.0,458.0,4174.0,8.0,75.0,3133.0,11860.0,6468.0,323.0,6226.0,10.0,98.0,8580.0,18959.0,9123.0,473.0,9825.0,12.0,150.0,13424.0,24490.0,1,0,1,0,0,False,1320.413,1020.303,,5,5,2,5,43.3,56.7,5620.4,5709.2,190506.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,70.0,2,42003,24254,828.2,Kled,,Galio,Lucian,Taric,Kennen,LeeSin,Ambessa,Corki,Thresh,20,37,55151,63214,9.67,29665,202,14582
KR_7800314925,1757262069619,919,15.17.708.5788,420,True,107,Rengar,5,0,2,122,7.97,7392,6074,11,False,False,0,4,20.0,28.0,32.0,,,,0,,240.175,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@300s->6690@480s->1001@480s->3142@720s->3077@720s->2055@720s->3364@720s->6698@840s,,1,10,1798.0,343.0,1564.0,4.0,297.0,3567.0,3615.0,1085.0,3918.0,7.0,72.0,1141.0,8288.0,7257.0,777.0,7346.0,11.0,118.0,6074.0,12133.0,,,,,,,,0,0,0,0,1,True,,,,4,1,1,1,58.8,41.2,6130.5,6953.3,109118.8,Q->W->E->Q->Q->R->Q->E->Q->E->R,Q,38.9,1,12313,6183,,Ambessa,,Viktor,Corki,Lulu,Aatrox,Zyra,Yone,Yunara,Braum,18,4,32699,24370,2.0,2876,114,5410
KR_7800277171,1757259765655,1588,15.17.708.5788,420,True,107,Rengar,10,5,14,199,7.52,13268,28292,38,False,False,0,4,16.0,24.0,28.0,,,,0,,240.146,2,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@240s->1036@360s->3364@360s->1036@420s->1001@420s->6690@540s->1036@540s->3142@660s->1036@660s->2055@660s->3077@780s->1036@780s->3134@840s->6698@1140s,,3,20,1871.0,421.0,1385.0,4.0,2143.0,4331.0,4137.0,902.0,3728.0,7.0,60.0,5672.0,9624.0,6703.0,863.0,6660.0,10.0,103.0,9807.0,16560.0,9228.0,1049.0,10447.0,13.0,160.0,13187.0,21582.0,3,0,0,0,1,False,600.309,,,5,8,3,8,53.6,46.4,8765.4,8498.6,148582.2,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,55.8,2,34202,18733,830.5,Yasuo,,Ziggs,Lucian,Neeko,Fiora,Vi,Galio,Kaisa,Elise,43,20,64263,54265,1.12,10815,153,9854
KR_7800207838,1757257205923,1576,15.17.708.5788,420,True,107,Rengar,17,5,9,223,8.49,15445,30435,27,False,False,0,4,20.0,24.0,32.0,,,,0,,240.069,2,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3134@240s->1036@240s->3142@480s->1001@480s->1036@480s->2055@480s->3364@480s->3158@660s->3077@660s->1037@780s->6698@960s->3134@960s->1036@960s,,2,22,2612.0,812.0,1760.0,5.0,955.0,4897.0,5342.0,1357.0,4665.0,8.0,79.0,4250.0,11046.0,8095.0,1780.0,8429.0,11.0,127.0,8183.0,18059.0,11291.0,756.0,12150.0,14.0,173.0,15942.0,25675.0,3,0,1,0,3,False,660.306,1080.437,,4,8,2,8,28.6,71.4,7162.3,6168.6,153761.2,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,66.7,6,36844,19858,857.8,Yunara,,Vex,Aphelios,Nautilus,Garen,Jax,TwistedFate,Corki,Elise,39,23,60434,52107,2.2,14938,188,11727
KR_7798703843,1757183788337,1416,15.17.708.5788,420,True,107,Rengar,15,4,9,197,8.35,14316,29765,20,False,False,0,4,20.0,25.0,25.0,,,,0,,240.054,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->3364@60s->3134@300s->1036@300s->3142@480s->2055@480s->1001@480s->3077@660s->3134@720s->2020@720s->6698@840s->1036@840s->3158@1020s->3134@1020s,,3,21,1888.0,83.0,1352.0,4.0,1507.0,4494.0,4829.0,1199.0,4002.0,7.0,66.0,7225.0,12235.0,7991.0,1156.0,7648.0,11.0,109.0,15478.0,20450.0,11742.0,1227.0,12550.0,14.0,167.0,22032.0,28738.0,3,0,1,0,3,False,720.242,960.302,,4,4,3,4,32.0,68.0,7739.2,5956.8,174150.4,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,58.5,5,35633,18784,659.2,Warwick,,Leblanc,Yunara,Rakan,Yorick,Qiyana,Viktor,Zeri,Poppy,41,19,55424,46917,1.43,11742,152,10246
KR_7798671401,1757181355990,1278,15.17.708.5788,420,True,107,Rengar,6,2,8,170,7.98,10578,17219,18,False,False,0,4,16.0,29.0,29.0,,,,0,,240.057,1,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@300s->1001@300s->3364@300s->1037@480s->6701@600s->1036@780s->1036@780s->3077@780s->1036@840s->1036@840s->6695@1080s->3158@1080s->2055@1080s->2020@1200s,,1,17,1884.0,134.0,1466.0,4.0,906.0,3069.0,3532.0,77.0,3751.0,7.0,66.0,2496.0,9033.0,6962.0,1596.0,7144.0,10.0,106.0,8665.0,15453.0,9776.0,589.0,10907.0,13.0,158.0,15150.0,23468.0,0,0,1,0,1,True,,1020.29,,3,7,1,7,34.8,65.2,6095.0,5894.3,134278.2,Q->W->E->Q->Q->R->Q->E->E->E->R->Q->E->W,,63.6,1,26712,13173,688.2,Renekton,,Taliyah,Kaisa,Skarner,Rumble,JarvanIV,Ambessa,Ziggs,Pyke,22,15,42569,38741,1.4,6952,153,7421
KR_7798612776,1757178512217,1030,15.17.708.5788,420,False,107,Rengar,2,4,2,120,6.99,6548,7162,9,False,False,0,4,18.0,24.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@240s->1036@240s->3134@360s->1036@360s->1037@600s->1001@600s->3364@600s->6695@660s->3077@780s->1036@780s->3134@900s,,0,13,1723.0,573.0,1763.0,5.0,761.0,4878.0,3225.0,245.0,3663.0,7.0,72.0,1759.0,9932.0,5767.0,312.0,6127.0,10.0,104.0,5874.0,15853.0,,,,,,,,1,0,0,0,0,False,1020.406,,,3,1,0,1,31.6,68.4,6366.2,5684.6,105160.4,Q->W->E->Q->Q->R->Q->E->Q->E,Q,57.1,0,19886,9916,639.0,Camille,,Galio,Yunara,Rell,Gnar,LeeSin,TwistedFate,Zeri,Lulu,7,18,29213,38293,9.0,7402,112,8101
KR_7798571224,1757176572180,1366,15.17.708.5788,420,True,107,Rengar,10,4,9,199,8.74,11736,22840,32,False,False,0,4,20.0,28.0,32.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1001@300s->3134@300s->3142@540s->3364@540s->2055@540s->2055@660s->3077@660s->2020@780s->6698@1080s->3134@1080s->1036@1080s->3158@1080s->2055@1080s,,4,18,1963.0,213.0,1589.0,4.0,284.0,3666.0,4739.0,1104.0,4847.0,8.0,74.0,5069.0,8944.0,7449.0,1192.0,8392.0,11.0,124.0,10872.0,15791.0,9473.0,469.0,11923.0,14.0,175.0,15673.0,25771.0,2,0,0,0,0,False,420.217,,,6,7,3,7,33.3,66.7,6775.6,6443.3,137566.8,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R,Q,61.3,5,31138,16727,1037.5,Rumble,,Azir,Corki,Rell,Aurora,Trundle,Ziggs,Yunara,Skarner,31,22,49884,44817,9.5,13384,152,10868
KR_7798511373,1757174511667,1625,15.17.708.5788,420,True,107,Rengar,12,2,4,243,8.97,14303,19858,42,False,False,0,4,20.0,28.0,36.0,,,,0,,,0,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3340@60s->1036@300s->1036@300s->3364@300s->3134@360s->1036@360s->2055@360s->1001@420s->1036@420s->3142@540s->3158@660s->3077@780s->3134@840s->6698@1020s,,4,23,1747.0,597.0,1727.0,5.0,0.0,3582.0,4122.0,492.0,4430.0,8.0,78.0,1305.0,7956.0,7120.0,680.0,7828.0,11.0,111.0,9719.0,13338.0,9885.0,566.0,12214.0,14.0,171.0,12076.0,19445.0,4,0,1,1,1,False,480.2,1020.382,1560.54,5,11,3,11,65.5,34.5,8381.6,8990.6,169042.9,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W->W,Q,48.5,3,28869,19432,1148.4,Aurora,,Viktor,Lucian,Poppy,Ambessa,Sylas,Azir,Draven,Skarner,33,7,62018,46633,0.22,7136,161,8870
KR_7798325012,1757169156844,1552,15.17.708.5788,420,True,107,Rengar,10,3,15,230,8.89,15336,30544,28,False,False,0,4,20.0,25.0,33.0,,,,0,,240.069,2,8000,8010,9111,9104,8017,8100,8105,8143,5001,5008,5005,4,11,1102@60s->3134@240s->1036@240s->6690@360s->1001@420s->3142@540s->1036@540s->3364@600s->1036@600s->3077@720s->1036@720s->2055@720s->6698@840s->1036@840s->3035@1020s,,4,22,2317.0,517.0,1797.0,5.0,661.0,3518.0,4293.0,43.0,3805.0,7.0,60.0,3636.0,8212.0,7903.0,718.0,8276.0,11.0,127.0,6046.0,13691.0,10732.0,397.0,12237.0,14.0,177.0,12836.0,20133.0,2,0,1,0,1,True,900.344,1020.39,,6,6,3,6,37.0,63.0,6130.5,6035.3,168971.3,Q->W->E->Q->Q->R->Q->E->Q->E->R->E->E->W->W->R->W,Q,65.8,1,29601,19281,1043.5,Renekton,,Diana,Draven,Pyke,Hecarim,Pantheon,Aurora,Ezreal,Neeko,38,16,61367,48381,1.29,14422,144,10375
